Disposal process 1 of 1
Begin with the calculation of Phase 1
Time [s] | x [m] | y [m] | z [m] |  u &  v &  w [m/s] |  a [m] |  b [m] |  c [m] | Sand[m³]| Silt[m³] | Clay[m³] | Masse [kg]  | Vol [m³] |rho[kg/m³]| Wirb | fluidC 
-------------------------------------------------------------------------------------------------------------------------------------------------------------------- 
  1.4691 |  0.13 |  0.00 | 13.44 | 0.20 | 0.00 | 3.21 |  13.04 |  13.04 |   0.00 |   0.000 |  612.314 |  612.314 |  6695464.10 |  4621.43 |  1445.86 | 7.54 | 0.7321 
  1.4968 |  0.14 |  0.00 | 13.53 | 0.20 | 0.00 | 3.22 |  13.06 |  13.06 |   0.00 |   0.000 |  611.840 |  611.840 |  6720247.68 |  4646.98 |  1443.10 | 7.54 | 0.7337 
  1.5246 |  0.14 |  0.00 | 13.62 | 0.21 | 0.00 | 3.23 |  13.08 |  13.08 |   0.00 |   0.000 |  611.364 |  611.364 |  6745193.73 |  4672.69 |  1440.36 | 7.54 | 0.7353 
  1.5523 |  0.15 |  0.00 | 13.71 | 0.21 | 0.00 | 3.24 |  13.11 |  13.11 |   0.00 |   0.000 |  610.885 |  610.885 |  6770297.45 |  4698.57 |  1437.62 | 7.54 | 0.7369 
  1.5800 |  0.16 |  0.00 | 13.80 | 0.21 | 0.00 | 3.25 |  13.13 |  13.13 |   0.00 |   0.000 |  610.403 |  610.403 |  6795554.17 |  4724.61 |  1434.90 | 7.54 | 0.7384 
  1.6077 |  0.16 |  0.00 | 13.89 | 0.22 | 0.00 | 3.26 |  13.16 |  13.16 |   0.00 |   0.000 |  609.918 |  609.918 |  6820959.41 |  4750.80 |  1432.19 | 7.54 | 0.7400 
  1.6354 |  0.17 |  0.00 | 13.98 | 0.22 | 0.00 | 3.26 |  13.18 |  13.18 |   0.00 |   0.000 |  609.430 |  609.430 |  6846508.84 |  4777.14 |  1429.50 | 7.54 | 0.7416 
  1.6632 |  0.17 |  0.00 | 14.07 | 0.23 | 0.00 | 3.27 |  13.21 |  13.21 |   0.00 |   0.000 |  608.940 |  608.940 |  6872198.28 |  4803.63 |  1426.82 | 7.54 | 0.7431 
  1.6909 |  0.18 |  0.00 | 14.16 | 0.23 | 0.00 | 3.27 |  13.23 |  13.23 |   0.00 |   0.000 |  608.446 |  608.446 |  6898023.72 |  4830.25 |  1424.16 | 7.54 | 0.7446 
  1.7186 |  0.19 |  0.00 | 14.25 | 0.23 | 0.00 | 3.28 |  13.26 |  13.26 |   0.00 |   0.000 |  607.951 |  607.951 |  6923981.27 |  4857.01 |  1421.51 | 7.54 | 0.7461 
  1.7463 |  0.19 |  0.00 | 14.34 | 0.24 | 0.00 | 3.28 |  13.28 |  13.28 |   0.00 |   0.000 |  607.453 |  607.453 |  6950067.19 |  4883.90 |  1418.88 | 7.54 | 0.7477 
  1.7740 |  0.20 |  0.00 | 14.43 | 0.24 | 0.00 | 3.29 |  13.31 |  13.31 |   0.00 |   0.000 |  606.953 |  606.953 |  6976277.89 |  4910.92 |  1416.27 | 7.54 | 0.7492 
  1.8017 |  0.21 |  0.00 | 14.53 | 0.24 | 0.00 | 3.29 |  13.33 |  13.33 |   0.00 |   0.000 |  606.450 |  606.450 |  7002609.89 |  4938.07 |  1413.67 | 7.54 | 0.7507 
  1.8295 |  0.21 |  0.00 | 14.62 | 0.25 | 0.00 | 3.29 |  13.36 |  13.36 |   0.00 |   0.000 |  605.945 |  605.945 |  7029059.85 |  4965.34 |  1411.09 | 7.54 | 0.7521 
  1.8572 |  0.22 |  0.00 | 14.71 | 0.25 | 0.00 | 3.29 |  13.38 |  13.38 |   0.00 |   0.000 |  605.438 |  605.438 |  7055624.57 |  4992.72 |  1408.53 | 7.54 | 0.7536 
  1.8849 |  0.23 |  0.00 | 14.80 | 0.25 | 0.00 | 3.29 |  13.41 |  13.41 |   0.00 |   0.000 |  604.928 |  604.928 |  7082300.94 |  5020.23 |  1405.98 | 7.54 | 0.7551 
  1.9126 |  0.23 |  0.00 | 14.89 | 0.26 | 0.00 | 3.30 |  13.43 |  13.43 |   0.00 |   0.000 |  604.417 |  604.417 |  7109085.98 |  5047.84 |  1403.46 | 7.54 | 0.7565 
  1.9403 |  0.24 |  0.00 | 14.98 | 0.26 | 0.00 | 3.30 |  13.46 |  13.46 |   0.00 |   0.000 |  603.904 |  603.904 |  7135976.82 |  5075.56 |  1400.95 | 7.54 | 0.7580 
  1.9681 |  0.25 |  0.00 | 15.07 | 0.26 | 0.00 | 3.30 |  13.48 |  13.48 |   0.00 |   0.000 |  603.388 |  603.388 |  7162970.70 |  5103.39 |  1398.45 | 7.54 | 0.7594 
  1.9958 |  0.26 |  0.00 | 15.16 | 0.27 | 0.00 | 3.30 |  13.51 |  13.51 |   0.00 |   0.000 |  602.871 |  602.871 |  7190064.95 |  5131.32 |  1395.98 | 7.54 | 0.7608 
  2.0235 |  0.26 |  0.00 | 15.26 | 0.27 | 0.00 | 3.30 |  13.53 |  13.53 |   0.00 |   0.000 |  602.352 |  602.352 |  7217257.03 |  5159.36 |  1393.52 | 7.54 | 0.7622 
  2.0512 |  0.27 |  0.00 | 15.35 | 0.27 | 0.00 | 3.30 |  13.56 |  13.56 |   0.00 |   0.000 |  601.831 |  601.831 |  7244544.46 |  5187.49 |  1391.09 | 7.54 | 0.7636 
  2.0789 |  0.28 |  0.00 | 15.44 | 0.28 | 0.00 | 3.30 |  13.58 |  13.58 |   0.00 |   0.000 |  601.308 |  601.308 |  7271924.87 |  5215.71 |  1388.67 | 7.54 | 0.7650 
  2.1067 |  0.29 |  0.00 | 15.53 | 0.28 | 0.00 | 3.29 |  13.61 |  13.61 |   0.00 |   0.000 |  600.784 |  600.784 |  7299395.99 |  5244.04 |  1386.27 | 7.54 | 0.7664 
  2.1344 |  0.29 |  0.00 | 15.62 | 0.28 | 0.00 | 3.29 |  13.63 |  13.63 |   0.00 |   0.000 |  600.258 |  600.258 |  7326955.61 |  5272.45 |  1383.88 | 7.54 | 0.7678 
  2.1621 |  0.30 |  0.00 | 15.71 | 0.28 | 0.00 | 3.29 |  13.66 |  13.66 |   0.00 |   0.000 |  599.730 |  599.730 |  7354601.63 |  5300.95 |  1381.52 | 7.54 | 0.7691 
  2.1898 |  0.31 |  0.00 | 15.80 | 0.29 | 0.00 | 3.29 |  13.68 |  13.68 |   0.00 |   0.000 |  599.200 |  599.200 |  7382332.01 |  5329.54 |  1379.17 | 7.54 | 0.7705 
  2.2175 |  0.32 |  0.00 | 15.89 | 0.29 | 0.00 | 3.29 |  13.70 |  13.70 |   0.00 |   0.000 |  598.669 |  598.669 |  7410144.78 |  5358.21 |  1376.85 | 7.54 | 0.7718 
  2.2453 |  0.33 |  0.00 | 15.99 | 0.29 | 0.00 | 3.28 |  13.73 |  13.73 |   0.00 |   0.000 |  598.137 |  598.137 |  7438038.08 |  5386.97 |  1374.54 | 7.54 | 0.7731 
  2.2730 |  0.33 |  0.00 | 16.08 | 0.30 | 0.00 | 3.28 |  13.75 |  13.75 |   0.00 |   0.000 |  597.603 |  597.603 |  7466010.07 |  5415.80 |  1372.25 | 7.54 | 0.7745 
  2.3007 |  0.34 |  0.00 | 16.17 | 0.30 | 0.00 | 3.28 |  13.78 |  13.78 |   0.00 |   0.000 |  597.067 |  597.067 |  7494059.02 |  5444.72 |  1369.98 | 7.54 | 0.7758 
  2.3284 |  0.35 |  0.00 | 16.26 | 0.30 | 0.00 | 3.28 |  13.80 |  13.80 |   0.00 |   0.000 |  596.531 |  596.531 |  7522183.25 |  5473.71 |  1367.72 | 7.54 | 0.7771 
  2.3561 |  0.36 |  0.00 | 16.35 | 0.30 | 0.00 | 3.27 |  13.83 |  13.83 |   0.00 |   0.000 |  595.992 |  595.992 |  7550381.12 |  5502.78 |  1365.49 | 7.54 | 0.7783 
  2.3839 |  0.37 |  0.00 | 16.44 | 0.31 | 0.00 | 3.27 |  13.85 |  13.85 |   0.00 |   0.000 |  595.452 |  595.452 |  7578651.09 |  5531.93 |  1363.27 | 7.54 | 0.7796 
  2.4116 |  0.38 |  0.00 | 16.53 | 0.31 | 0.00 | 3.27 |  13.88 |  13.88 |   0.00 |   0.000 |  594.911 |  594.911 |  7606991.66 |  5561.14 |  1361.07 | 7.54 | 0.7809 
  2.4393 |  0.38 |  0.00 | 16.62 | 0.31 | 0.00 | 3.26 |  13.90 |  13.90 |   0.00 |   0.000 |  594.369 |  594.369 |  7635401.37 |  5590.43 |  1358.89 | 7.54 | 0.7821 
  2.4670 |  0.39 |  0.00 | 16.71 | 0.31 | 0.00 | 3.26 |  13.93 |  13.93 |   0.00 |   0.000 |  593.825 |  593.825 |  7663878.83 |  5619.79 |  1356.72 | 7.54 | 0.7834 
  2.4947 |  0.40 |  0.00 | 16.80 | 0.32 | 0.00 | 3.26 |  13.95 |  13.95 |   0.00 |   0.000 |  593.280 |  593.280 |  7692422.69 |  5649.22 |  1354.58 | 7.54 | 0.7846 
  2.5224 |  0.41 |  0.00 | 16.89 | 0.32 | 0.00 | 3.25 |  13.98 |  13.98 |   0.00 |   0.000 |  592.734 |  592.734 |  7721031.68 |  5678.71 |  1352.45 | 7.54 | 0.7858 
  2.5502 |  0.42 |  0.00 | 16.98 | 0.32 | 0.00 | 3.25 |  14.00 |  14.00 |   0.00 |   0.000 |  592.187 |  592.187 |  7749704.53 |  5708.27 |  1350.34 | 7.54 | 0.7870 
  2.5779 |  0.43 |  0.00 | 17.07 | 0.32 | 0.00 | 3.24 |  14.03 |  14.03 |   0.00 |   0.000 |  591.638 |  591.638 |  7778440.04 |  5737.90 |  1348.24 | 7.54 | 0.7882 
  2.6056 |  0.44 |  0.00 | 17.16 | 0.33 | 0.00 | 3.24 |  14.05 |  14.05 |   0.00 |   0.000 |  591.088 |  591.088 |  7807237.06 |  5767.58 |  1346.17 | 7.54 | 0.7894 
  2.6333 |  0.45 |  0.00 | 17.25 | 0.33 | 0.00 | 3.23 |  14.07 |  14.07 |   0.00 |   0.000 |  590.538 |  590.538 |  7836094.47 |  5797.33 |  1344.11 | 7.54 | 0.7906 
  2.6610 |  0.46 |  0.00 | 17.34 | 0.33 | 0.00 | 3.23 |  14.10 |  14.10 |   0.00 |   0.000 |  589.985 |  589.985 |  7865011.18 |  5827.14 |  1342.07 | 7.54 | 0.7918 
