Time [s] | x [m] | y [m] | z [m] | Loss of Sand, Silt, Clay in [m³] | fluid in % |  a [m] |  b [m] | 
---------------------------------------------------------------------------------------------------- 
Material loss due to stripping 
---------------------------------------------------------------------------------------------------- 
 25.6000 | 11.58 |  0.00 | 38.56 |      0.00 |      0.00 |     0.00 |     0.9735 |   3.83 |  68.81 | 
 25.8000 | 11.68 |  0.00 | 38.57 |      0.00 |      0.00 |     0.00 |     0.9737 |   3.81 |  69.23 | 
 26.0000 | 11.78 |  0.00 | 38.58 |      0.00 |      0.00 |     0.00 |     0.9738 |   3.78 |  69.63 | 
 26.2000 | 11.88 |  0.00 | 38.59 |      0.00 |      0.00 |     0.00 |     0.9739 |   3.76 |  70.04 | 
 26.4000 | 11.98 |  0.00 | 38.60 |      0.00 |      0.00 |     0.00 |     0.9741 |   3.73 |  70.45 | 
 26.6000 | 12.08 |  0.00 | 38.61 |      0.00 |      0.00 |     0.00 |     0.9742 |   3.71 |  70.85 | 
 26.8000 | 12.18 |  0.00 | 38.62 |      0.00 |      0.00 |     0.00 |     0.9743 |   3.69 |  71.25 | 
 27.0000 | 12.28 |  0.00 | 38.63 |      0.00 |      0.00 |     0.00 |     0.9745 |   3.67 |  71.65 | 
 27.2000 | 12.38 |  0.00 | 38.63 |      0.00 |      0.00 |     0.00 |     0.9746 |   3.64 |  72.04 | 
 27.4000 | 12.48 |  0.00 | 38.64 |      0.00 |      0.00 |     0.00 |     0.9747 |   3.62 |  72.44 | 
 27.6000 | 12.58 |  0.00 | 38.65 |      0.00 |      0.00 |     0.00 |     0.9748 |   3.60 |  72.83 | 
 27.8000 | 12.68 |  0.00 | 38.66 |      0.00 |      0.00 |     0.00 |     0.9750 |   3.58 |  73.22 | 
 28.0000 | 12.78 |  0.00 | 38.67 |      0.00 |      0.00 |     0.00 |     0.9751 |   3.56 |  73.60 | 
 28.2000 | 12.88 |  0.00 | 38.67 |      0.00 |      0.00 |     0.00 |     0.9752 |   3.54 |  73.99 | 
 28.4000 | 12.98 |  0.00 | 38.68 |      0.00 |      0.00 |     0.00 |     0.9753 |   3.52 |  74.37 | 
 28.6000 | 13.08 |  0.00 | 38.69 |      0.00 |      0.00 |     0.00 |     0.9754 |   3.50 |  74.75 | 
 28.8000 | 13.18 |  0.00 | 38.69 |      0.00 |      0.00 |     0.00 |     0.9755 |   3.48 |  75.13 | 
 29.0000 | 13.28 |  0.00 | 38.70 |      0.00 |      0.00 |     0.00 |     0.9757 |   3.46 |  75.51 | 
 29.2000 | 13.38 |  0.00 | 38.71 |      0.00 |      0.00 |     0.00 |     0.9758 |   3.44 |  75.88 | 
 29.4000 | 13.48 |  0.00 | 38.72 |      0.00 |      0.00 |     0.00 |     0.9759 |   3.42 |  76.26 | 
 29.6000 | 13.58 |  0.00 | 38.72 |      0.00 |      0.00 |     0.00 |     0.9760 |   3.41 |  76.63 | 
 29.8000 | 13.68 |  0.00 | 38.73 |      0.00 |      0.00 |     0.00 |     0.9761 |   3.39 |  77.00 | 
 30.0000 | 13.78 |  0.00 | 38.74 |      0.00 |      0.00 |     0.00 |     0.9762 |   3.37 |  77.36 | 
 30.2000 | 13.88 |  0.00 | 38.74 |      0.00 |      0.00 |     0.00 |     0.9763 |   3.35 |  77.73 | 
 30.4000 | 13.98 |  0.00 | 38.75 |      0.00 |      0.00 |     0.00 |     0.9764 |   3.34 |  78.09 | 
 30.6000 | 14.08 |  0.00 | 38.76 |      0.00 |      0.00 |     0.00 |     0.9765 |   3.32 |  78.46 | 
 30.8000 | 14.18 |  0.00 | 38.76 |      0.00 |      0.00 |     0.00 |     0.9766 |   3.30 |  78.82 | 
 31.0000 | 14.28 |  0.00 | 38.77 |      0.00 |      0.00 |     0.00 |     0.9767 |   3.29 |  79.18 | 
 31.2000 | 14.38 |  0.00 | 38.77 |      0.00 |      0.00 |     0.00 |     0.9768 |   3.27 |  79.53 | 
 31.4000 | 14.48 |  0.00 | 38.78 |      0.00 |      0.00 |     0.00 |     0.9769 |   3.25 |  79.89 | 
 31.6000 | 14.58 |  0.00 | 38.79 |      0.00 |      0.00 |     0.00 |     0.9770 |   3.24 |  80.24 | 
 31.8000 | 14.68 |  0.00 | 38.79 |      0.00 |      0.00 |     0.00 |     0.9771 |   3.22 |  80.59 | 
 32.0000 | 14.78 |  0.00 | 38.80 |      0.00 |      0.00 |     0.00 |     0.9771 |   3.21 |  80.94 | 
 32.2000 | 14.88 |  0.00 | 38.80 |      0.00 |      0.00 |     0.00 |     0.9772 |   3.19 |  81.29 | 
 32.4000 | 14.98 |  0.00 | 38.81 |      0.00 |      0.00 |     0.00 |     0.9773 |   3.18 |  81.64 | 
 32.6000 | 15.08 |  0.00 | 38.81 |      0.00 |      0.00 |     0.00 |     0.9774 |   3.16 |  81.98 | 
 32.8000 | 15.18 |  0.00 | 38.82 |      0.00 |      0.00 |     0.00 |     0.9775 |   3.15 |  82.33 | 
 33.0000 | 15.28 |  0.00 | 38.82 |      0.00 |      0.00 |     0.00 |     0.9776 |   3.14 |  82.67 | 
 33.2000 | 15.38 |  0.00 | 38.83 |      0.00 |      0.00 |     0.00 |     0.9777 |   3.12 |  83.01 | 
 33.4000 | 15.48 |  0.00 | 38.83 |      0.00 |      0.00 |     0.00 |     0.9777 |   3.11 |  83.35 | 
 33.6000 | 15.58 |  0.00 | 38.84 |      0.00 |      0.00 |     0.00 |     0.9778 |   3.09 |  83.68 | 
 33.8000 | 15.68 |  0.00 | 38.84 |      0.00 |      0.00 |     0.00 |     0.9779 |   3.08 |  84.02 | 
 34.0000 | 15.78 |  0.00 | 38.85 |      0.00 |      0.00 |     0.00 |     0.9780 |   3.07 |  84.35 | 
 34.2000 | 15.88 |  0.00 | 38.85 |      0.00 |      0.00 |     0.00 |     0.9781 |   3.05 |  84.69 | 
 34.4000 | 15.98 |  0.00 | 38.86 |      0.00 |      0.00 |     0.00 |     0.9781 |   3.04 |  85.02 | 
 34.6000 | 16.08 |  0.00 | 38.86 |      0.00 |      0.00 |     0.00 |     0.9782 |   3.03 |  85.35 | 
 34.8000 | 16.18 |  0.00 | 38.87 |      0.00 |      0.00 |     0.00 |     0.9783 |   3.02 |  85.68 | 
 35.0000 | 16.28 |  0.00 | 38.87 |      0.00 |      0.00 |     0.00 |     0.9784 |   3.00 |  86.00 | 
 35.2000 | 16.38 |  0.00 | 38.88 |      0.00 |      0.00 |     0.00 |     0.9784 |   2.99 |  86.33 | 
 35.4000 | 16.48 |  0.00 | 38.88 |      0.00 |      0.00 |     0.00 |     0.9785 |   2.98 |  86.65 | 
 35.6000 | 16.58 |  0.00 | 38.89 |      0.00 |      0.00 |     0.00 |     0.9786 |   2.97 |  86.97 | 
 35.8000 | 16.68 |  0.00 | 38.89 |      0.00 |      0.00 |     0.00 |     0.9787 |   2.95 |  87.29 | 
 36.0000 | 16.78 |  0.00 | 38.90 |      0.00 |      0.00 |     0.00 |     0.9787 |   2.94 |  87.61 | 
 36.2000 | 16.88 |  0.00 | 38.90 |      0.00 |      0.00 |     0.00 |     0.9788 |   2.93 |  87.93 | 
 36.4000 | 16.98 |  0.00 | 38.91 |      0.00 |      0.00 |     0.00 |     0.9789 |   2.92 |  88.25 | 
 36.6000 | 17.08 |  0.00 | 38.91 |      0.00 |      0.00 |     0.00 |     0.9789 |   2.91 |  88.56 | 
 36.8000 | 17.18 |  0.00 | 38.91 |      0.00 |      0.00 |     0.00 |     0.9790 |   2.90 |  88.88 | 
 37.0000 | 17.28 |  0.00 | 38.92 |      0.00 |      0.00 |     0.00 |     0.9791 |   2.89 |  89.19 | 
 37.2000 | 17.38 |  0.00 | 38.92 |      0.00 |      0.00 |     0.00 |     0.9791 |   2.88 |  89.50 | 
 37.4000 | 17.48 |  0.00 | 38.93 |      0.00 |      0.00 |     0.00 |     0.9792 |   2.86 |  89.81 | 
